0.005444	http	SENT
0.006694	http	SENT
0.007944	http	SENT
0.009194	http	SENT
0.010444	http	SENT
0.011694	http	SENT
0.018750	video	SENT
0.019194	http	SENT
0.020444	http	SENT
0.021694	http	SENT
0.022944	http	SENT
0.024194	http	SENT
0.031250	video	SENT
0.031694	http	SENT
0.032944	http	SENT
0.034194	http	SENT
0.035444	http	SENT
0.036694	http	SENT
0.043750	video	SENT
0.044194	http	SENT
0.045444	http	SENT
0.046694	http	SENT
0.047944	http	SENT
0.049194	http	SENT
0.056250	video	SENT
0.056694	http	SENT
0.057944	http	SENT
0.059194	http	SENT
0.060444	http	SENT
0.061694	http	SENT
0.068750	video	SENT
0.069194	http	SENT
0.070444	http	SENT
0.071694	http	SENT
0.072944	http	SENT
0.074194	http	SENT
0.081250	video	SENT
0.081694	http	SENT
0.082944	http	SENT
0.084194	http	SENT
0.085444	http	SENT
0.086694	http	SENT
0.093750	video	SENT
0.094194	http	SENT
0.095444	http	SENT
0.096694	http	SENT
0.097944	http	SENT
0.099194	http	SENT
0.106250	video	SENT
0.106694	http	SENT
0.107944	http	SENT
0.109194	http	SENT
0.110444	http	SENT
0.111694	http	SENT
0.118750	video	SENT
0.119194	http	SENT
0.120444	http	SENT
0.121694	http	SENT
0.122944	http	SENT
0.124194	http	SENT
0.125000	video	DROP
0.125444	http	SENT
0.126694	http	SENT
0.127944	http	SENT
0.129194	http	SENT
0.130444	http	SENT
0.131694	http	SENT
0.132944	http	SENT
0.134194	http	SENT
0.135444	http	SENT
0.136694	http	SENT
0.143750	video	SENT
0.144194	http	SENT
0.145444	http	SENT
0.146694	http	SENT
0.147944	http	SENT
0.149194	http	SENT
0.156250	video	SENT
0.156694	http	SENT
0.157944	http	SENT
0.159194	http	SENT
0.160444	http	SENT
0.161694	http	SENT
0.168750	video	SENT
0.169194	http	SENT
0.170444	http	SENT
0.171694	http	SENT
0.172944	http	SENT
0.174194	http	SENT
0.181250	video	SENT
0.181694	http	SENT
0.182944	http	SENT
0.184194	http	SENT
0.185444	http	SENT
0.186694	http	SENT
0.193750	video	SENT
0.194194	http	SENT
0.195444	http	SENT
0.196694	http	SENT
0.197944	http	SENT
0.199194	http	SENT
0.206250	video	SENT
0.206694	http	SENT
0.207944	http	SENT
0.209194	http	SENT
0.210444	http	SENT
0.211694	http	SENT
0.218750	video	SENT
0.219194	http	SENT
0.220444	http	SENT
0.221694	http	SENT
0.222944	http	SENT
0.224194	http	SENT
0.231250	video	SENT
0.231694	http	SENT
0.232944	http	SENT
0.234194	http	SENT
0.235444	http	SENT
0.236694	http	SENT
0.243750	video	SENT
0.244194	http	SENT
0.245444	http	SENT
0.246694	http	SENT
0.247944	http	SENT
0.249194	http	SENT
0.250000	video	DROP
0.250444	http	SENT
0.251694	http	SENT
0.252944	http	SENT
0.254194	http	SENT
0.255444	http	SENT
0.256694	http	SENT
0.257944	http	SENT
0.259194	http	SENT
0.260444	http	SENT
0.261694	http	SENT
0.268750	video	SENT
0.269194	http	SENT
0.270444	http	SENT
0.271694	http	SENT
0.272944	http	SENT
0.274194	http	SENT
0.281250	video	SENT
0.281694	http	SENT
0.282944	http	SENT
0.284194	http	SENT
0.285444	http	SENT
0.286694	http	SENT
0.293750	video	SENT
0.294194	http	SENT
0.295444	http	SENT
0.296694	http	SENT
0.297944	http	SENT
0.299194	http	SENT
0.306250	video	SENT
0.306694	http	SENT
0.307944	http	SENT
0.309194	http	SENT
0.310444	http	SENT
0.311694	http	SENT
0.318750	video	SENT
0.319194	http	SENT
0.320444	http	SENT
0.321694	http	SENT
0.322944	http	SENT
0.324194	http	SENT
0.331250	video	SENT
0.331694	http	SENT
0.332944	http	SENT
0.334194	http	SENT
0.335444	http	SENT
0.336694	http	SENT
0.343750	video	SENT
0.344194	http	SENT
0.345444	http	SENT
0.346694	http	SENT
0.347944	http	SENT
0.349194	http	SENT
0.356250	video	SENT
0.356694	http	SENT
0.357944	http	SENT
0.359194	http	SENT
0.360444	http	SENT
0.361694	http	SENT
0.368750	video	SENT
0.369194	http	SENT
0.370444	http	SENT
0.371694	http	SENT
0.372944	http	SENT
0.374194	http	SENT
0.375000	video	DROP
0.375444	http	SENT
0.376694	http	SENT
0.377944	http	SENT
0.379194	http	SENT
0.380444	http	SENT
0.381694	http	SENT
0.382944	http	SENT
0.384194	http	SENT
0.385444	http	SENT
0.386694	http	SENT
0.393750	video	SENT
0.394194	http	SENT
0.395444	http	SENT
0.396694	http	SENT
0.397944	http	SENT
0.399194	http	SENT
0.406250	video	SENT
0.406694	http	SENT
0.407944	http	SENT
0.409194	http	SENT
0.410444	http	SENT
0.411694	http	SENT
0.418750	video	SENT
0.419194	http	SENT
0.420444	http	SENT
0.421694	http	SENT
0.422944	http	SENT
0.424194	http	SENT
0.431250	video	SENT
0.431694	http	SENT
0.432944	http	SENT
0.434194	http	SENT
0.435444	http	SENT
0.436694	http	SENT
0.443750	video	SENT
0.444194	http	SENT
0.445444	http	SENT
0.446694	http	SENT
0.447944	http	SENT
0.449194	http	SENT
0.456250	video	SENT
0.456694	http	SENT
0.457944	http	SENT
0.459194	http	SENT
0.460444	http	SENT
0.461694	http	SENT
0.468750	video	SENT
0.469194	http	SENT
0.470444	http	SENT
0.471694	http	SENT
0.472944	http	SENT
0.474194	http	SENT
0.481250	video	SENT
0.481694	http	SENT
0.482944	http	SENT
0.484194	http	SENT
0.485444	http	SENT
0.486694	http	SENT
0.493750	video	SENT
0.494194	http	SENT
0.495444	http	SENT
0.496694	http	SENT
0.497944	http	SENT
0.499194	http	SENT
0.500000	video	DROP
0.500444	http	SENT
0.501694	http	SENT
0.502944	http	SENT
0.504194	http	SENT
0.505444	http	SENT
0.506694	http	SENT
0.507944	http	SENT
0.509194	http	SENT
0.510444	http	SENT
0.511694	http	SENT
0.518750	video	SENT
0.519194	http	SENT
0.520444	http	SENT
0.521694	http	SENT
0.522944	http	SENT
0.524194	http	SENT
0.531250	video	SENT
0.531694	http	SENT
0.532944	http	SENT
0.534194	http	SENT
0.535444	http	SENT
0.536694	http	SENT
0.543750	video	SENT
0.544194	http	SENT
0.545444	http	SENT
0.546694	http	SENT
0.547944	http	SENT
0.549194	http	SENT
0.556250	video	SENT
0.556694	http	SENT
0.557944	http	SENT
0.559194	http	SENT
0.560444	http	SENT
0.561694	http	SENT
0.568750	video	SENT
0.569194	http	SENT
0.570444	http	SENT
0.571694	http	SENT
0.572944	http	SENT
0.574194	http	SENT
0.581250	video	SENT
0.581694	http	SENT
0.582944	http	SENT
0.584194	http	SENT
0.585444	http	SENT
0.586694	http	SENT
0.593750	video	SENT
0.594194	http	SENT
0.595444	http	SENT
0.596694	http	SENT
0.597944	http	SENT
0.599194	http	SENT
0.606250	video	SENT
0.606694	http	SENT
0.607944	http	SENT
0.609194	http	SENT
0.610444	http	SENT
0.611694	http	SENT
0.618750	video	SENT
0.619194	http	SENT
0.620444	http	SENT
0.621694	http	SENT
0.622944	http	SENT
0.624194	http	SENT
0.625000	video	DROP
0.625444	http	SENT
0.626694	http	SENT
0.627944	http	SENT
0.629194	http	SENT
0.630444	http	SENT
0.631694	http	SENT
0.632944	http	SENT
0.634194	http	SENT
0.635444	http	SENT
0.636694	http	SENT
0.643750	video	SENT
0.644194	http	SENT
0.645444	http	SENT
0.646694	http	SENT
0.647944	http	SENT
0.649194	http	SENT
0.656250	video	SENT
0.656694	http	SENT
0.657944	http	SENT
0.659194	http	SENT
0.660444	http	SENT
0.661694	http	SENT
0.668750	video	SENT
0.669194	http	SENT
0.670444	http	SENT
0.671694	http	SENT
0.672944	http	SENT
0.674194	http	SENT
0.681250	video	SENT
0.681694	http	SENT
0.682944	http	SENT
0.684194	http	SENT
0.685444	http	SENT
0.686694	http	SENT
0.693750	video	SENT
0.694194	http	SENT
0.695444	http	SENT
0.696694	http	SENT
0.697944	http	SENT
0.699194	http	SENT
0.706250	video	SENT
0.706694	http	SENT
0.707944	http	SENT
0.709194	http	SENT
0.710444	http	SENT
0.711694	http	SENT
0.718750	video	SENT
0.719194	http	SENT
0.720444	http	SENT
0.721694	http	SENT
0.722944	http	SENT
0.724194	http	SENT
0.731250	video	SENT
0.731694	http	SENT
0.732944	http	SENT
0.734194	http	SENT
0.735444	http	SENT
0.736694	http	SENT
0.743750	video	SENT
0.744194	http	SENT
0.745444	http	SENT
0.746694	http	SENT
0.747944	http	SENT
0.749194	http	SENT
0.750000	video	DROP
0.750444	http	SENT
0.751694	http	SENT
0.752944	http	SENT
0.754194	http	SENT
0.755444	http	SENT
0.756694	http	SENT
0.757944	http	SENT
0.759194	http	SENT
0.760444	http	SENT
0.761694	http	SENT
0.768750	video	SENT
0.769194	http	SENT
0.770444	http	SENT
0.771694	http	SENT
0.772944	http	SENT
0.774194	http	SENT
0.781250	video	SENT
0.781694	http	SENT
0.782944	http	SENT
0.784194	http	SENT
0.785444	http	SENT
0.786694	http	SENT
0.793750	video	SENT
0.794194	http	SENT
0.795444	http	SENT
0.796694	http	SENT
0.797944	http	SENT
0.799194	http	SENT
0.806250	video	SENT
0.806694	http	SENT
0.807944	http	SENT
0.809194	http	SENT
0.810444	http	SENT
0.811694	http	SENT
0.818750	video	SENT
0.819194	http	SENT
0.820444	http	SENT
0.821694	http	SENT
0.822944	http	SENT
0.824194	http	SENT
