Time	HTTP Q	Video Q	HTTP Sent	Video Sent	HTTP Drop	Video Drop
0		524400		32000		34880		28800		0		3600
1		0		31600		35200		28800		0		2800
2		0		32000		35200		28800		0		3200
3		0		32000		35200		28800		0		3200
4		0		32400		35200		28800		0		3600
5		0		32000		35200		28800		0		3200
6		0		32000		35200		28800		0		3200
7		0		32000		35200		28800		0		3200
8		0		31600		35200		28800		0		2800
9		0		32000		35200		28800		0		3200
10		0		32000		35200		28800		0		3200
11		0		32000		35200		28800		0		3200
12		0		32000		35200		28800		0		3200
13		0		32000		35200		28800		0		3200
14		0		32000		31840		28800		0		3200
15		0		32000		0		32000		0		0
Summary of Packet Drops :
% HTTP Packet Drop  : 0.000000 
% Video Packet Drop  : 9.375000 
